activity_uuid,user_id,external_activity_id,abandoned,historical_completion_rate,historical_abandonment_rate,historical_avg_pause_count,historical_avg_duration,difficulty_level,activity_abandonment_rate,avg_pauses_activity,hour_of_day,day_of_week,days_since_last_activity,avg_days_between_sessions,current_pause_count,cluster_completion_rate,cluster_abandonment_rate,avg_frustration,avg_visual_fatigue,distraction_events_per_hour
act_1046_3335,1046,101,0,0.6962,0.3038,4.5443,7606.6203,1,0.3567,4.7353,9,1,0,3,3,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3364,1046,107,0,0.6962,0.3038,4.5443,7606.6203,3,0.3758,4.7893,9,1,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3363,1046,101,0,0.6962,0.3038,4.5443,7606.6203,1,0.3567,4.7353,9,1,0,3,4,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3336,1046,104,0,0.6962,0.3038,4.5443,7606.6203,2,0.3437,4.8056,9,1,0,3,3,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3361,1046,105,0,0.6962,0.3038,4.5443,7606.6203,2,0.3338,4.6718,9,1,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3362,1046,106,0,0.6962,0.3038,4.5443,7606.6203,2,0.3516,4.8132,9,1,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3360,1046,108,0,0.6962,0.3038,4.5443,7606.6203,4,0.3287,4.6322,8,1,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3398,1046,107,0,0.6962,0.3038,4.5443,7606.6203,3,0.3758,4.7893,9,5,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3399,1046,101,1,0.6962,0.3038,4.5443,7606.6203,1,0.3567,4.7353,9,5,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3403,1046,105,0,0.6962,0.3038,4.5443,7606.6203,2,0.3338,4.6718,9,5,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3402,1046,106,1,0.6962,0.3038,4.5443,7606.6203,2,0.3516,4.8132,9,5,0,3,3,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3397,1046,104,1,0.6962,0.3038,4.5443,7606.6203,2,0.3437,4.8056,9,5,0,3,3,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3400,1046,103,1,0.6962,0.3038,4.5443,7606.6203,1,0.3628,4.7655,9,5,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3401,1046,108,1,0.6962,0.3038,4.5443,7606.6203,4,0.3287,4.6322,9,5,0,3,4,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3344,1046,104,1,0.6962,0.3038,4.5443,7606.6203,2,0.3437,4.8056,9,3,0,3,4,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3347,1046,105,0,0.6962,0.3038,4.5443,7606.6203,2,0.3338,4.6718,9,3,0,3,6,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3330,1046,107,0,0.6962,0.3038,4.5443,7606.6203,3,0.3758,4.7893,9,3,0,3,6,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3346,1046,102,0,0.6962,0.3038,4.5443,7606.6203,3,0.3245,4.6546,9,3,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3345,1046,106,0,0.6962,0.3038,4.5443,7606.6203,2,0.3516,4.8132,9,3,0,3,4,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3349,1046,107,1,0.6962,0.3038,4.5443,7606.6203,3,0.3758,4.7893,9,3,0,3,4,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3329,1046,102,0,0.6962,0.3038,4.5443,7606.6203,3,0.3245,4.6546,9,3,0,3,3,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3350,1046,108,0,0.6962,0.3038,4.5443,7606.6203,4,0.3287,4.6322,9,3,0,3,6,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3331,1046,103,0,0.6962,0.3038,4.5443,7606.6203,1,0.3628,4.7655,9,3,0,3,4,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3348,1046,103,0,0.6962,0.3038,4.5443,7606.6203,1,0.3628,4.7655,9,3,0,3,4,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3332,1046,101,0,0.6962,0.3038,4.5443,7606.6203,1,0.3567,4.7353,8,3,0,3,4,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3393,1046,106,1,0.6962,0.3038,4.5443,7606.6203,2,0.3516,4.8132,9,3,0,3,6,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3394,1046,101,0,0.6962,0.3038,4.5443,7606.6203,1,0.3567,4.7353,9,3,0,3,6,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3392,1046,107,1,0.6962,0.3038,4.5443,7606.6203,3,0.3758,4.7893,9,3,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3396,1046,103,0,0.6962,0.3038,4.5443,7606.6203,1,0.3628,4.7655,9,3,0,3,3,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3395,1046,105,0,0.6962,0.3038,4.5443,7606.6203,2,0.3338,4.6718,9,3,0,3,3,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3365,1046,103,0,0.6962,0.3038,4.5443,7606.6203,1,0.3628,4.7655,9,1,0,3,6,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3367,1046,104,0,0.6962,0.3038,4.5443,7606.6203,2,0.3437,4.8056,9,1,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3368,1046,102,1,0.6962,0.3038,4.5443,7606.6203,3,0.3245,4.6546,9,1,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3366,1046,107,1,0.6962,0.3038,4.5443,7606.6203,3,0.3758,4.7893,9,1,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3343,1046,102,0,0.6962,0.3038,4.5443,7606.6203,3,0.3245,4.6546,9,3,0,3,3,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3339,1046,107,1,0.6962,0.3038,4.5443,7606.6203,3,0.3758,4.7893,9,3,0,3,3,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3369,1046,101,1,0.6962,0.3038,4.5443,7606.6203,1,0.3567,4.7353,9,3,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3373,1046,102,0,0.6962,0.3038,4.5443,7606.6203,3,0.3245,4.6546,9,3,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3337,1046,108,1,0.6962,0.3038,4.5443,7606.6203,4,0.3287,4.6322,9,3,0,3,3,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3375,1046,104,0,0.6962,0.3038,4.5443,7606.6203,2,0.3437,4.8056,9,3,0,3,4,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3338,1046,103,1,0.6962,0.3038,4.5443,7606.6203,1,0.3628,4.7655,9,3,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3371,1046,106,1,0.6962,0.3038,4.5443,7606.6203,2,0.3516,4.8132,9,3,0,3,4,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3383,1046,105,0,0.6962,0.3038,4.5443,7606.6203,2,0.3338,4.6718,9,3,0,3,3,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3374,1046,108,0,0.6962,0.3038,4.5443,7606.6203,4,0.3287,4.6322,9,3,0,3,6,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3342,1046,106,0,0.6962,0.3038,4.5443,7606.6203,2,0.3516,4.8132,9,3,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3370,1046,105,0,0.6962,0.3038,4.5443,7606.6203,2,0.3338,4.6718,9,3,0,3,4,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3372,1046,107,0,0.6962,0.3038,4.5443,7606.6203,3,0.3758,4.7893,9,3,0,3,6,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3384,1046,106,0,0.6962,0.3038,4.5443,7606.6203,2,0.3516,4.8132,9,3,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3385,1046,102,0,0.6962,0.3038,4.5443,7606.6203,3,0.3245,4.6546,8,3,0,3,4,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3341,1046,101,1,0.6962,0.3038,4.5443,7606.6203,1,0.3567,4.7353,8,3,0,3,3,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3382,1046,103,0,0.6962,0.3038,4.5443,7606.6203,1,0.3628,4.7655,8,3,0,3,4,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3340,1046,105,1,0.6962,0.3038,4.5443,7606.6203,2,0.3338,4.6718,8,3,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3390,1046,105,0,0.6962,0.3038,4.5443,7606.6203,2,0.3338,4.6718,9,2,0,3,5,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3389,1046,104,0,0.6962,0.3038,4.5443,7606.6203,2,0.3437,4.8056,9,2,0,3,6,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3387,1046,101,0,0.6962,0.3038,4.5443,7606.6203,1,0.3567,4.7353,9,2,0,3,3,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3388,1046,108,1,0.6962,0.3038,4.5443,7606.6203,4,0.3287,4.6322,8,2,0,3,6,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3391,1046,102,0,0.6962,0.3038,4.5443,7606.6203,3,0.3245,4.6546,8,2,0,3,3,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1046_3386,1046,107,0,0.6962,0.3038,4.5443,7606.6203,3,0.3758,4.7893,8,2,0,3,3,0.6894726341622444,0.31052736583775564,0.33724256641519657,0.3426,0.04
act_1047_3431,1047,105,0,0.7321,0.2679,4.5357,5743.9643,2,0.3338,4.6718,9,3,0,3,4,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3433,1047,103,0,0.7321,0.2679,4.5357,5743.9643,1,0.3628,4.7655,9,3,0,3,4,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3435,1047,106,0,0.7321,0.2679,4.5357,5743.9643,2,0.3516,4.8132,9,3,0,3,4,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3430,1047,108,1,0.7321,0.2679,4.5357,5743.9643,4,0.3287,4.6322,9,3,0,3,3,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3429,1047,102,1,0.7321,0.2679,4.5357,5743.9643,3,0.3245,4.6546,9,3,0,3,6,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3432,1047,101,0,0.7321,0.2679,4.5357,5743.9643,1,0.3567,4.7353,9,3,0,3,5,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3434,1047,107,0,0.7321,0.2679,4.5357,5743.9643,3,0.3758,4.7893,8,3,0,3,3,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3415,1047,104,0,0.7321,0.2679,4.5357,5743.9643,2,0.3437,4.8056,9,1,0,3,5,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3416,1047,106,0,0.7321,0.2679,4.5357,5743.9643,2,0.3516,4.8132,9,1,0,3,5,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3414,1047,101,1,0.7321,0.2679,4.5357,5743.9643,1,0.3567,4.7353,9,1,0,3,3,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3412,1047,105,1,0.7321,0.2679,4.5357,5743.9643,2,0.3338,4.6718,9,1,0,3,3,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3413,1047,102,1,0.7321,0.2679,4.5357,5743.9643,3,0.3245,4.6546,8,1,0,3,3,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3419,1047,102,0,0.7321,0.2679,4.5357,5743.9643,3,0.3245,4.6546,9,2,0,3,5,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3418,1047,103,0,0.7321,0.2679,4.5357,5743.9643,1,0.3628,4.7655,9,2,0,3,6,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3421,1047,106,0,0.7321,0.2679,4.5357,5743.9643,2,0.3516,4.8132,9,2,0,3,6,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3420,1047,105,0,0.7321,0.2679,4.5357,5743.9643,2,0.3338,4.6718,9,2,0,3,5,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3417,1047,108,1,0.7321,0.2679,4.5357,5743.9643,4,0.3287,4.6322,8,2,0,3,5,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3456,1047,107,0,0.7321,0.2679,4.5357,5743.9643,3,0.3758,4.7893,9,6,0,3,3,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3457,1047,103,0,0.7321,0.2679,4.5357,5743.9643,1,0.3628,4.7655,9,6,0,3,4,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3455,1047,108,0,0.7321,0.2679,4.5357,5743.9643,4,0.3287,4.6322,9,6,0,3,3,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3458,1047,104,0,0.7321,0.2679,4.5357,5743.9643,2,0.3437,4.8056,9,6,0,3,5,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3424,1047,106,0,0.7321,0.2679,4.5357,5743.9643,2,0.3516,4.8132,9,1,0,3,6,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3426,1047,107,0,0.7321,0.2679,4.5357,5743.9643,3,0.3758,4.7893,9,1,0,3,3,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3425,1047,108,1,0.7321,0.2679,4.5357,5743.9643,4,0.3287,4.6322,9,1,0,3,4,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3423,1047,102,0,0.7321,0.2679,4.5357,5743.9643,3,0.3245,4.6546,9,1,0,3,6,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3428,1047,105,1,0.7321,0.2679,4.5357,5743.9643,2,0.3338,4.6718,9,1,0,3,5,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3422,1047,104,1,0.7321,0.2679,4.5357,5743.9643,2,0.3437,4.8056,9,1,0,3,5,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3427,1047,101,0,0.7321,0.2679,4.5357,5743.9643,1,0.3567,4.7353,8,1,0,3,6,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3436,1047,105,0,0.7321,0.2679,4.5357,5743.9643,2,0.3338,4.6718,9,4,0,3,4,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3441,1047,103,0,0.7321,0.2679,4.5357,5743.9643,1,0.3628,4.7655,9,4,0,3,4,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3440,1047,101,0,0.7321,0.2679,4.5357,5743.9643,1,0.3567,4.7353,9,4,0,3,3,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3439,1047,108,0,0.7321,0.2679,4.5357,5743.9643,4,0.3287,4.6322,9,4,0,3,5,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3437,1047,107,0,0.7321,0.2679,4.5357,5743.9643,3,0.3758,4.7893,8,4,0,3,4,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3438,1047,102,0,0.7321,0.2679,4.5357,5743.9643,3,0.3245,4.6546,8,4,0,3,4,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3459,1047,107,0,0.7321,0.2679,4.5357,5743.9643,3,0.3758,4.7893,9,1,0,3,4,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3462,1047,101,0,0.7321,0.2679,4.5357,5743.9643,1,0.3567,4.7353,9,1,0,3,5,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3460,1047,104,0,0.7321,0.2679,4.5357,5743.9643,2,0.3437,4.8056,9,1,0,3,3,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3461,1047,105,0,0.7321,0.2679,4.5357,5743.9643,2,0.3338,4.6718,8,1,0,3,4,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3463,1047,103,0,0.7321,0.2679,4.5357,5743.9643,1,0.3628,4.7655,8,1,0,3,5,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3454,1047,105,0,0.7321,0.2679,4.5357,5743.9643,2,0.3338,4.6718,9,5,0,3,6,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3453,1047,101,1,0.7321,0.2679,4.5357,5743.9643,1,0.3567,4.7353,9,5,0,3,5,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3451,1047,107,0,0.7321,0.2679,4.5357,5743.9643,3,0.3758,4.7893,9,5,0,3,6,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3452,1047,104,0,0.7321,0.2679,4.5357,5743.9643,2,0.3437,4.8056,9,5,0,3,6,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3408,1047,108,0,0.7321,0.2679,4.5357,5743.9643,4,0.3287,4.6322,9,4,0,3,6,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3443,1047,108,0,0.7321,0.2679,4.5357,5743.9643,4,0.3287,4.6322,9,4,0,3,6,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3448,1047,105,0,0.7321,0.2679,4.5357,5743.9643,2,0.3338,4.6718,9,4,0,3,5,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3450,1047,101,1,0.7321,0.2679,4.5357,5743.9643,1,0.3567,4.7353,9,4,0,3,6,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3410,1047,107,0,0.7321,0.2679,4.5357,5743.9643,3,0.3758,4.7893,9,4,0,3,5,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3445,1047,101,0,0.7321,0.2679,4.5357,5743.9643,1,0.3567,4.7353,9,4,0,3,3,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3447,1047,106,0,0.7321,0.2679,4.5357,5743.9643,2,0.3516,4.8132,9,4,0,3,5,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3449,1047,103,1,0.7321,0.2679,4.5357,5743.9643,1,0.3628,4.7655,9,4,0,3,4,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3411,1047,101,0,0.7321,0.2679,4.5357,5743.9643,1,0.3567,4.7353,9,4,0,3,4,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3444,1047,104,1,0.7321,0.2679,4.5357,5743.9643,2,0.3437,4.8056,9,4,0,3,5,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3446,1047,102,1,0.7321,0.2679,4.5357,5743.9643,3,0.3245,4.6546,9,4,0,3,3,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3442,1047,107,1,0.7321,0.2679,4.5357,5743.9643,3,0.3758,4.7893,8,4,0,3,6,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1047_3409,1047,103,0,0.7321,0.2679,4.5357,5743.9643,1,0.3628,4.7655,8,4,0,3,3,0.6610610504431917,0.33893894955680826,0.34629428958540914,0.3358,0.0454
act_1048_3472,1048,101,0,0.7541,0.2459,4.3279,6545.5738,1,0.3567,4.7353,9,3,0,3,3,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3470,1048,107,1,0.7541,0.2459,4.3279,6545.5738,3,0.3758,4.7893,9,3,0,3,4,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3469,1048,102,0,0.7541,0.2459,4.3279,6545.5738,3,0.3245,4.6546,9,3,0,3,6,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3473,1048,106,0,0.7541,0.2459,4.3279,6545.5738,2,0.3516,4.8132,9,3,0,3,6,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3471,1048,103,0,0.7541,0.2459,4.3279,6545.5738,1,0.3628,4.7655,8,3,0,3,5,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3496,1048,108,0,0.7541,0.2459,4.3279,6545.5738,4,0.3287,4.6322,9,3,0,3,4,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3493,1048,102,1,0.7541,0.2459,4.3279,6545.5738,3,0.3245,4.6546,9,3,0,3,3,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3494,1048,107,0,0.7541,0.2459,4.3279,6545.5738,3,0.3758,4.7893,9,3,0,3,4,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3495,1048,101,0,0.7541,0.2459,4.3279,6545.5738,1,0.3567,4.7353,8,3,0,3,4,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3520,1048,103,0,0.7541,0.2459,4.3279,6545.5738,1,0.3628,4.7655,9,7,0,3,4,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3518,1048,105,1,0.7541,0.2459,4.3279,6545.5738,2,0.3338,4.6718,9,7,0,3,6,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3519,1048,108,1,0.7541,0.2459,4.3279,6545.5738,4,0.3287,4.6322,9,7,0,3,4,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3517,1048,107,0,0.7541,0.2459,4.3279,6545.5738,3,0.3758,4.7893,8,7,0,3,5,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3476,1048,108,0,0.7541,0.2459,4.3279,6545.5738,4,0.3287,4.6322,9,6,0,3,3,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3478,1048,101,0,0.7541,0.2459,4.3279,6545.5738,1,0.3567,4.7353,9,6,0,3,6,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3477,1048,102,0,0.7541,0.2459,4.3279,6545.5738,3,0.3245,4.6546,9,6,0,3,5,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3480,1048,105,0,0.7541,0.2459,4.3279,6545.5738,2,0.3338,4.6718,9,6,0,3,5,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3479,1048,107,0,0.7541,0.2459,4.3279,6545.5738,3,0.3758,4.7893,9,6,0,3,5,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3475,1048,104,0,0.7541,0.2459,4.3279,6545.5738,2,0.3437,4.8056,9,6,0,3,4,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3474,1048,106,0,0.7541,0.2459,4.3279,6545.5738,2,0.3516,4.8132,8,6,0,3,5,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3522,1048,107,0,0.7541,0.2459,4.3279,6545.5738,3,0.3758,4.7893,9,5,0,3,5,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3524,1048,102,0,0.7541,0.2459,4.3279,6545.5738,3,0.3245,4.6546,9,5,0,3,4,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3521,1048,104,0,0.7541,0.2459,4.3279,6545.5738,2,0.3437,4.8056,9,5,0,3,6,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3523,1048,106,0,0.7541,0.2459,4.3279,6545.5738,2,0.3516,4.8132,8,5,0,3,3,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3509,1048,107,0,0.7541,0.2459,4.3279,6545.5738,3,0.3758,4.7893,9,4,0,3,5,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3505,1048,101,0,0.7541,0.2459,4.3279,6545.5738,1,0.3567,4.7353,9,4,0,3,5,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3507,1048,106,1,0.7541,0.2459,4.3279,6545.5738,2,0.3516,4.8132,9,4,0,3,3,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3504,1048,103,0,0.7541,0.2459,4.3279,6545.5738,1,0.3628,4.7655,9,4,0,3,3,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3506,1048,104,1,0.7541,0.2459,4.3279,6545.5738,2,0.3437,4.8056,9,4,0,3,3,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3508,1048,108,0,0.7541,0.2459,4.3279,6545.5738,4,0.3287,4.6322,8,4,0,3,3,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3468,1048,108,0,0.7541,0.2459,4.3279,6545.5738,4,0.3287,4.6322,9,7,0,3,5,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
act_1048_3466,1048,105,1,0.7541,0.2459,4.3279,6545.5738,2,0.3338,4.6718,9,7,0,3,3,0.7224356489865039,0.2775643510134961,0.3073798533999472,0.3703,0.0342
